;indicatorAnalyzingCode;missingDatasPercent;ig
638;HWF_0016;49.77973568281938;-23507.9067040136
639;HWF_0021;29.07488986784142;-13748.043516482861
640;HWF_0022;67.40088105726872;-25628.111769397437
641;HWWS_1;96.0352422907489;-27685.198481805925
642;IHR01;14.096916299559467;-13599.09761662686
643;IHR04;14.096916299559467;-13598.621863063025
644;IHR10;14.096916299559467;-13598.956597813329
645;IR_CARBAMATE_PRESENCE;0.0;
646;GOE_Q178;0.0;
647;GOE_Q181;0.0;
648;GOE_Q201;0.0;
649;GOE_Q202;0.0;
650;HWF_0013;41.85022026431719;-24061.194121829038
651;HWF_0015;16.29955947136564;-8028.191203902479
652;HWF_0019;53.30396475770925;-24036.934056781334
653;HWF_0020;49.33920704845814;-23088.92486732356
654;HWF_0024;56.82819383259912;-24420.9015104627
655;IHR05;14.096916299559467;-13598.562646555212
656;IR_CARBAMATE_EXTENT;76.65198237885463;-24427.977355466835
657;GOE_Q203;0.0;
658;HCF_REL_ELECTRICITY;93.3920704845815;-27605.858188905062
659;HIV_0000000007;49.33920704845814;-26146.276184510167
660;HIV_0000000008;52.42290748898679;-26246.20725093018
661;GDO_q12x2x5x3;0.0;
662;GDO_q13x3x1;0.0;
663;GDO_q14x2_1;0.0;
664;HIV_0000000015;43.61233480176211;-12459.60369599054
665;NUTRITION_570;42.731277533039645;-22950.914543289688
666;NUTRITION_ANT_WHZ_NE2;31.27753303964758;-19057.09846837606
667;NUTRITION_WH_2;31.27753303964758;-18458.967838949375
668;NUTSEVWASTINGPREV;0.0;
669;NUTSTUNTINGPREV;30.396475770925107;-793.7880938158323
670;NUTWASTINGNUM;0.0;
671;NUTWASTINGPREV;0.0;
672;GDO_q12x2x1x1_2;0.0;
673;GDO_q12x2x1x1_2PRV;0.0;
674;GDO_q12x2x1x1_3PRV;0.0;
675;P_count_places_sf;14.096916299559467;-11527.35413763016
676;GDO_q14x2_6;0.0;
677;GDO_q15x2_2;0.0;
678;GDO_q15x2_3;0.0;
679;GDO_q16x1x1_2;0.0;
680;GDO_q15x2_7;0.0;
681;GDO_q15x2_8;0.0;
682;ODA_3;88.98678414096916;-24611.957294425454
683;GDO_q16x1x2_2;0.0;
684;GDO_q16x2_3;0.0;
685;IHR03;14.096916299559467;-13598.77076010328
686;IHR07;14.096916299559467;-13598.933096686393
687;GDO_q14x2_4;0.0;
688;GDO_q14x2_5;0.0;
689;GDO_q15x2_5;0.0;
690;ODA_4;47.57709251101322;-11878.026221288435
691;overwgt5;54.62555066079295;-23727.18655377982
692;P_Group;0.0;
693;P1_compliance;53.30396475770925;-26294.11698573778
694;P12_fines_establishment;0.0;
695;P14_funds_for_enforce;0.0;
696;IHR09;14.096916299559467;-13598.37173599522
697;IHR12;14.096916299559467;-13598.711064124098
698;IR_ORGANOCHLORINE_PRESENCE;0.0;
699;itnch;77.53303964757708;-25713.1379837281
700;itnwm;78.85462555066078;-26005.587105694238
701;GDO_q16x1;0.0;
702;GDO_q16x1x1_1;0.0;
703;GDO_q16x1x1_3;0.0;
704;GDO_q16x1x1_4;0.0;
705;P3_compliance;59.030837004405285;-26480.644001531844
706;P3_universities;0.0;
707;P4_govt;0.0;
708;P5_compliance;75.77092511013215;-27025.46107795134
709;P9_all_other;0.0;
710;PC_sfe_compliance;35.24229074889867;-22538.87329842355
711;LEAD_1;0.0;
712;P5_indoor_off;0.0;
713;P7_pubs;0.0;
714;GDO_q1x2;0.0;
715;GDO_q16x2_5;0.0;
716;GDO_q16x3;0.0;
717;GDO_q17x1;0.0;
718;pncall3;80.17621145374449;-27110.940056820917
719;pnchome;0.0;
720;poliov;53.74449339207049;-24169.740530178893
721;PerctreatedANC;49.33920704845814;-20977.443899383423
722;pncall5;80.17621145374449;-27110.940056820917
723;GDO_q17x2x2;0.0;
724;GDO_q18x2x1_1;0.0;
725;IR_INSECTICIDERESISTANCE_PREV;62.99559471365639;-21298.48660966443
726;IR_PYRETHROID_PRESENCE;0.0;
727;ITU_IDI_RANK;31.71806167400881;-23507.828931058666
728;LEAD_3;0.0;
729;LEAD_5;0.0;
730;ITU_ICT_1;17.180616740088112;-25162.71494574831
731;ITU_ICT_2;24.229074889867846;-25374.20085063751
732;ITU_IDI;31.71806167400881;-23507.774901124576
733;LEAD_4;0.0;
734;LEAD_6;0.0;
735;LEAD_9;0.0;
736;LIFE_0000000029;19.38325991189427;-16035.924435476432
737;GDO_q12x2x1x1_4;0.0;
738;GDO_q12x2x1x1_4PUB;0.0;
739;O_Group;0.0;
740;O_NRT_ins;0.0;
741;O_Varen_where;0.0;
742;OCC_15;0.0;
743;HIV_0000000022;56.82819383259912;-26385.472152460556
744;M_def_1_text_youth;0.0;
745;HIV_0000000025;0.0;
746;HRH_46;86.78414096916299;-27376.002645679295
747;HWF_0001;14.096916299559467;-5257.020244836613
748;HWF_0002;14.096916299559467;-5257.050269298172
749;GDO_q17x2x1_3;0.0;
750;HWF_0007;14.096916299559467;-4922.45182920574
751;HWF_0010;14.97797356828194;-6804.358556381293
752;HWF_0014;16.29955947136564;-8028.1244198736495
753;HWF_0018;65.63876651982379;-25795.784353614752
754;GDO_q12x2x1x1_5PUB;0.0;
755;pnchome3;84.14096916299559;-27241.640267703686
756;GDO_q17x1x1;0.0;
757;GDO_q17x2x1_1;0.0;
758;GDO_q17x2x1_2;0.0;
759;GDO_q18x2;0.0;
760;GDO_q1x1;0.0;
761;LIFE_0000000034;19.38325991189427;-16035.924435476432
762;LIFE_0000000035;19.38325991189427;-16035.924435476432
763;P6_compliance;76.65198237885463;-27053.103611939583
764;P6_restaurants;0.0;
765;P7_compliance;77.97356828193833;-27098.15828627815
766;P8_pub_transp;0.0;
767;PCV3;32.59911894273128;-14129.734813358014
768;R_afford_gdp;15.418502202643168;-16121.461993839133
769;R_Ad_val_estimate;14.096916299559467;-14031.936284040741
770;R_admin_tax_stamps;0.0;
771;GDO_q19x3;0.0;
772;R_excise_incr;0.0;
773;R_excise_retail_price_base;0.0;
774;GDO_q18x2x3_3;0.0;
775;GDO_q19x2;0.0;
776;GDO_q19x3x1_1;0.0;
777;GDO_q20;90.7488986784141;-27511.424113570818
778;R_admin_duty_free_limited;0.0;
779;GDO_q2x2;0.0;
780;GDO_Q2x2x1_DISAB;0.0;
781;GDO_q2x4_1;0.0;
782;GDO_q2x4_2;0.0;
783;LEADCONTROL;0.0;
784;LIFE_0000000030;19.38325991189427;-16035.924435476432
785;LIFE_0000000031;19.38325991189427;-16035.924435476432
786;LIFE_0000000033;19.38325991189427;-16035.924435476432
787;M_def_1_prev_adult;0.0;
788;M_Est_cig_curr;27.75330396475772;-15297.489299067762
789;R_afford_price_dispersion;30.396475770925107;-27816.55987824402
790;R_afford_tax_auto_adjust;0.0;
791;GDO_q2x4_3;0.0;
792;M_def_1_prev_youth;0.0;
793;M_def_1_text_adult;0.0;
794;M_def_2_prev_youth;0.0;
795;M_def_2_text_adult;0.0;
796;M_def_2_text_youth;0.0;
797;M_Est_tob_curr;27.75330396475772;-15297.47316683919
798;M_smkless_prev_adult;0.0;
799;M_smkless_prev_youth;0.0;
800;M_smkless_survey_title_adult;0.0;
801;M_Group;0.0;
802;M_smkless_age_range_adult;0.0;
803;M_smkless_def_text_adult;0.0;
804;M_smkless_def_text_youth;0.0;
805;M_smkless_survey_title_youth;0.0;
806;M_survey_title_youth;0.0;
807;M_svy_national_adult;0.0;
808;GDO_q12x2x2x3;0.0;
809;GDO_q12x2x3x3;0.0;
810;GDO_q12x2x4x3;0.0;
811;GDO_q13x1;0.0;
812;GDO_q13x1x1;0.0;
813;GDO_q13x3;0.0;
814;GDO_q15x1;0.0;
815;GDO_q15x2_1;0.0;
816;GDO_q15x2_4;0.0;
817;GDO_q15x2_6;0.0;
818;OCC_5;0.0;
819;ODA_1;88.98678414096916;-24447.451783320495
820;ODA_2;47.57709251101322;-11878.02217706123
821;P10_subnat_auth_exists;0.0;
822;P13_fines_smoker;0.0;
823;P15_complaints;0.0;
824;P16_subnat_complete_bans_exist;0.0;
825;P2_compliance;52.42290748898679;-26269.345016449475
826;P2_education;0.0;
827;HWF_0023;75.33039647577093;-26192.002506394754
828;HWWS_2;97.3568281938326;-27727.019343542634
829;IHR02;14.096916299559467;-13598.794242622052
830;IHR06;14.096916299559467;-13598.931959353826
831;imr;58.590308370044056;-23984.878957475103
832;IR_ORGANOCHLORINE_EXTENT;70.48458149779735;-22979.801497347802
833;IR_ORGANOPHOSPHATE_EXTENT;73.12775330396477;-24254.097838138707
834;IR_ORGANOPHOSPHATE_PRESENCE;0.0;
835;IR_PYRETHROID_EXTENT;64.75770925110132;-21909.098179903744
836;RADON_Q801;0.0;
837;RateCS;50.66079295154185;-18820.132246838144
838;Rev_VAT;65.63876651982379;-27816.55987824402
839;GDO_q2x1x3;0.0;
840;GDO_q16x1x1_other;0.0;
841;GDO_q16x1x2_1;0.0;
842;GDO_q16x2_1;0.0;
843;GDO_q16x2_2;0.0;
844;M_smkless_svy_national_adult;0.0;
845;R_Other_average;49.77973568281938;-24900.36499920309
846;R_Price_mp_estimate;14.096916299559467;-13978.139532130637
847;R_Price_premium_usd;26.431718061674005;-27816.55987824402
848;RADON_Q405;0.0;
849;RADON_Q501;0.0;
850;RADON_Q502;0.0;
851;M_svy_age_youth;0.0;
852;Rev_curr;0.0;
853;Rev_govt_total;72.68722466960352;-27816.55987824402
854;R_Curr_lowest_cost;0.0;
855;R_excise_min_specific;0.0;
856;GDO_q35;19.38325991189427;-25204.128888822757
857;GDO_q3x2;0.0;
858;SA_0000001542;0.0;
859;SA_0000001544;0.0;
860;SA_0000001546;99.55947136563877;-27803.029448757
861;R_excise_proportion;20.264317180616743;-27816.55987824402
862;R_Group;0.0;
863;R_imp_duty_average;49.77973568281938;-24900.351471210568
864;R_imp_duty_estimate;14.096916299559467;-14032.369559910121
865;R_Other_estimate;14.096916299559467;-14032.406328934328
866;R_Price_premium_ppp;28.634361233480178;-27816.55987824402
867;GDO_Q2x2x1_AGE;0.0;
868;GDO_Q2x2x1_MENTAL;0.0;
869;GDO_Q2x2x1_NCD;0.0;
870;GDO_q2x3;0.0;
871;GDO_q2x3x1_1;0.0;
872;SA_0000001547;83.25991189427313;-23314.08139194834
873;SA_0000001548_ARCHIVED;0.0;
874;M_svy_age_adult;0.0;
875;RADON_Q706;0.0;
876;RADON_Q802;0.0;
877;Rev_excise;34.80176211453745;-27816.55987824402
878;R_VAT_estimate;14.096916299559467;-14031.978696848662
879;RADON_Q304;0.0;
880;GDO_q2x5_2;0.0;
881;GDO_q2x5_4;0.0;
882;GDO_q2x5_7;0.0;
883;SA_0000001545_ARCHIVED;0.0;
884;Rev_year;0.0;
885;RS_210;0.0;
886;RS_213;0.0;
887;RS_219;0.0;
888;RS_223_BIS;0.0;
889;GDO_q2x5_5;0.0;
890;GDO_q3x1x1_1;0.0;
891;SA_0000001542_ARCHIVED;0.0;
892;SA_0000001543;0.0;
893;SA_0000001544_ARCHIVED;0.0;
894;R_Sp_excise_estimate;14.096916299559467;-14031.844178533504
895;RADON_Q201;0.0;
896;RADON_Q301;0.0;
897;RADON_Q401;0.0;
898;RADON_Q403;0.0;
899;SA_0000001547_ARCHIVED;83.70044052863436;-24784.951431793183
900;RS_1845;20.264317180616743;-25248.158368646218
901;RS_196;19.38325991189427;-70.55894495374211
902;RS_208;0.0;
903;RS_214;0.0;
904;RS_217;0.0;
905;RS_225;0.0;
906;RS_237;0.0;
907;RS_242;0.0;
908;RSUD_10;0.0;
909;RSUD_11;0.0;
910;GDO_q16x2_4;0.0;
911;GDO_q17x2;0.0;
912;GDO_q17x2x1_4;0.0;
913;P4_compliance;64.75770925110132;-26669.06445412077
914;P8_compliance;64.31718061674009;-26649.698936330908
915;PercposANC;0.0;
916;PerctestedANC;40.96916299559471;-18636.335294023764
917;pncall;0.0;
918;pnchome5;83.70044052863436;-27226.79131152073
919;R_Ad_val_average;49.77973568281938;-24900.210848329818
920;R_admin_duty_free_allowance;0.0;
921;LEAD_10;0.0;
922;LEAD_2;0.0;
923;LEAD_7;0.0;
924;LEAD_8;0.0;
925;LIFE_0000000032;19.38325991189427;-16036.828681808796
926;M_def_2_prev_adult;0.0;
927;GDO_q18x2x3_1;0.0;
928;GDO_q18x2x3_2;0.0;
929;GDO_q1x1x1;0.0;
930;GDO_q2x1;0.0;
931;GDO_q2x1x2;0.0;
932;RADON_Q702;0.0;
933;TB_effective_treatment_coverag;15.418502202643168;-882.6308075499082
934;TB_hivtest_pct;18.5022026431718;-3531.104265469902
935;TB_new_clindx;14.53744493392071;-11720.768524558573
936;TB_new_snsuoth;14.53744493392071;-3835.864629099883
937;TB_new_sp;14.53744493392071;-3751.106735628154
938;TB_ret_nrel;14.53744493392071;-450.65950429369155
939;TB_ret_rel;14.97797356828194;-4399.939605719776
940;RS_193;0.0;
941;RS_209;0.0;
942;RS_212;0.0;
943;RS_246;35.24229074889867;-25722.686916666924
944;RS_576;22.026431718061673;-25305.15359873862
945;RSUD_100;0.0;
946;RSUD_13;0.0;
947;RADON_Q602;0.0;
948;RADON_Q703;0.0;
949;RADON_Q704;0.0;
950;RADON_Q705;0.0;
951;TB_mdr;16.29955947136564;-13388.628165422087
952;SA_0000001550_ARCHIVED;0.0;
953;SA_0000001553;0.0;
954;TB_new_ep;14.53744493392071;-29.19725923315006
955;TB_new_labconf;14.53744493392071;-7221.5284941132995
956;TB_new_sn;14.53744493392071;-3909.2488635543855
957;TB_ret_rel_ep;17.180616740088112;-13340.212914608539
958;RS_229;0.0;
959;RSUD_1;15.859030837004411;-25089.282125951533
960;RSUD_130;0.0;
961;RSUD_160;0.0;
962;SA_0000001551_ARCHIVED;0.0;
963;RSUD_110;0.0;
964;RSUD_12;0.0;
965;RADON_Q402;0.0;
966;RADON_Q404;0.0;
967;RADON_Q603;0.0;
968;RADON_Q701;0.0;
969;SA_0000001554;0.0;
970;SA_0000001554_ARCHIVED;0.0;
971;SA_0000001555;0.0;
972;SA_0000001650;92.51101321585904;-27572.62020119254
973;SA_0000001651;0.0;
974;SA_0000001678;23.788546255506603;-8806.114152673941
975;SA_0000001682;0.0;
976;TB_hiv_art_pct;28.193832599118934;-8675.05513274748
977;TB_hiv_cpt_pct;32.59911894273128;-15358.214253073678
978;TB_hivtest_pos_pct;22.466960352422902;-5338.968104778882
979;TB_ret_oth;14.53744493392071;-8156.620446105377
980;RSUD_120;0.0;
981;RSUD_18;0.0;
982;RSUD_190;0.0;
983;RSUD_20;0.0;
984;RSUD_200;0.0;
985;RSUD_21;0.0;
986;RSUD_240;0.0;
987;SA_0000001549;0.0;
988;SA_0000001550;0.0;
989;SA_0000001553_ARCHIVED;0.0;
990;SA_0000001650_ARCHIVED;96.0352422907489;-27688.23448870989
991;SA_0000001652;0.0;
992;SA_0000001653;0.0;
993;SA_0000001655;0.0;
994;SA_0000001677;35.68281938325991;-14661.91469248501
995;GDO_q2x2x1_other;0.0;
996;GDO_q2x4_4;0.0;
997;GDO_q2x4_5;0.0;
998;GDO_q2x5_1;0.0;
999;R_Curr_mp;0.0;
1000;R_Curr_premium_cost;0.0;
1001;R_excise_specific_reliance;0.0;
1002;R_excise_type;0.0;
1003;R_excise_uniform_varied;0.0;
1004;R_Price_premium_estimate;26.431718061674005;-27816.55987824402
1005;R_Sp_excise_average;49.77973568281938;-24900.163064975473
1006;R_total_tax_average;49.77973568281938;-24900.125062806386
1007;R_total_tax_estimate;14.096916299559467;-14021.507927405004
1008;R_VAT_average;49.77973568281938;-24900.218381486033
1009;M_smkless_age_range_youth;0.0;
1010;SA_0000001688;16.74008810572687;-15746.529922041578
1011;RSUD_180;0.0;
1012;M_smkless_svy_national_youth;0.0;
1013;M_survey_title_adult;0.0;
1014;M_svy_national_youth;0.0;
1015;RADON_Q803;0.0;
1016;Rev_imp_other;64.75770925110132;-27816.55987824402
1017;RSUD_210;0.0;
1018;RSUD_22;0.0;
1019;RSUD_220;0.0;
1020;Rev_type;0.0;
1021;RHR_IPV;0.0;
1022;GDO_q2x5_3;0.0;
1023;GDO_q2x5_6;0.0;
1024;GDO_q3x1;0.0;
1025;SA_0000001555_ARCHIVED;0.0;
1026;SA_0000001647_ARCHIVED;0.0;
1027;SA_0000001648;0.0;
1028;SA_0000001654;0.0;
1029;SA_0000001676;28.193832599118934;-15463.590028904226
1030;RSUD_140;0.0;
1031;SA_0000001679;58.14977973568282;-17406.432755309717
1032;SA_0000001683;0.0;
1033;SA_0000001686;70.48458149779735;-22009.209815168615
1034;SA_0000001687;67.40088105726872;-22056.664490051524
1035;TB_ret_rel_labconf;16.29955947136564;-12160.891171000083
1036;TB_ret_tad;14.97797356828194;-8138.154210545581
1037;RSUD_150;0.0;
1038;RSUD_16;0.0;
1039;RSUD_170;0.0;
1040;RSUD_19;0.0;
1041;TB_sldst_avail;0.0;
1042;TOTENV_11;0.0;
1043;TOTENV_5;14.53744493392071;-25074.719105360065
1044;RSUD_290;0.0;
1045;TB_ret_taf;14.97797356828194;-8151.426034459902
1046;TB_tot_newrel;14.53744493392071;-4836.3300897975205
1047;TOTENV_10;0.0;
1048;TOTENV_12;0.0;
1049;TOTENV_2;14.53744493392071;-25074.607200005434
1050;TOTENV_3;14.53744493392071;-25074.607200005434
1051;RSUD_23;0.0;
1052;RSUD_26;0.0;
1053;UHC_INDEX_REPORTED;14.53744493392071;-13410.501814810395
1054;RSUD_250;0.0;
1055;RSUD_270;0.0;
1056;TOTENV_7;0.0;
1057;UHC_SCI_CAPACITY;14.53744493392071;-13410.737142031021
1058;UHC_SCI_RMNCH;14.53744493392071;-13410.501814810395
1059;RSUD_28;0.0;
1060;RSUD_29;0.0;
1061;RSUD_3;16.74008810572687;-25154.425096299146
1062;RSUD_310;0.0;
1063;RSUD_32;0.0;
1064;RSUD_33;0.0;
1065;RSUD_330;0.0;
1066;RSUD_34;0.0;
1067;RSUD_35;0.0;
1068;TOTENV_1;14.53744493392071;-25074.607200005434
1069;RSUD_360;0.0;
1070;RSUD_37;0.0;
1071;RSUD_40;0.0;
1072;SA_0000001690;15.859030837004411;-25089.273990458638
1073;SA_0000001691;0.0;
1074;SA_0000001694;0.0;
1075;TOTENV_6;14.53744493392071;-25074.730168728645
1076;TOTENV_8;0.0;
1077;u5mr;58.590308370044056;-23984.878957475103
1078;UHC_AVAILABILITY_SCORE;14.53744493392071;-25049.904924679246
1079;UHC_IHR;14.97797356828194;-15324.523065160076
1080;SA_0000001695_ARCHIVED;91.62995594713657;-27266.569133015153
1081;UHC_SCI_NCD;14.53744493392071;-13410.502170270487
1082;UV_1;15.859030837004411;-25089.276612845482
1083;SA_0000001684;66.51982378854626;-20149.285940956546
1084;SA_0000001685;86.78414096916299;-25398.015010843814
1085;SA_0000001688_ARCHIVED;74.44933920704847;-26978.01393487724
1086;SA_0000001689;15.859030837004411;-25089.27434591873
1087;SA_0000001691_ARCHIVED;0.0;
1088;SA_0000001692;0.0;
1089;SA_0000001693_ARCHIVED;0.0;
1090;SA_0000001694_ARCHIVED;0.0;
1091;SA_0000001543_ARCHIVED;0.0;
1092;SA_0000001545;0.0;
1093;SA_0000001546_ARCHIVED;99.55947136563877;-27803.029448757
1094;SA_0000001548;0.0;
1095;SA_0000001549_ARCHIVED;0.0;
1096;RADON_Q302;98.6784140969163;-27773.77667797934
1097;RADON_Q303;0.0;
1098;RADON_Q601;0.0;
1099;RADON_Q604;0.0;
1100;TB_new_oth;16.29955947136564;-13079.163460953972
1101;TB_new_su;14.53744493392071;-6138.332950766328
1102;RHR_NPSV;0.0;
1103;ROTAC;48.01762114537445;-18530.42173634141
1104;RS_194;0.0;
1105;RS_198;19.38325991189427;-70.3760003844957
1106;RS_204;0.0;
1107;RS_205;0.0;
1108;RS_207;0.0;
1109;RSUD_36;0.0;
1110;RS_228;0.0;
1111;RS_238;0.0;
1112;RSUD_370;0.0;
1113;RSUD_38;0.0;
1114;RSUD_39;0.0;
1115;RSUD_42;0.0;
1116;RSUD_430;0.0;
1117;SA_0000001696_ARCHIVED;77.09251101321586;-22288.32164008082
1118;SA_0000001699_ARCHIVED;0.0;
1119;VIOLENCE_EXTENTIMP_CHILDPROTEC;0.0;
1120;SA_0000001709;0.0;
1121;UNICEF_ORS;46.25550660792952;-22752.977334241248
1122;UNICEF_PNCNEWBORN;65.19823788546256;-26221.32396725273
1123;UV_3;16.29955947136564;-25100.292639329647
1124;UV_5;16.29955947136564;-25100.294061170018
1125;VIOLENCE_CHILD_EMOTIONAL;0.0;
1126;VIOLENCE_CHILD_PHYSICAL;0.0;
1127;VIOLENCE_EXTENTIMP_ELDERCAREGI;0.0;
1128;VIOLENCE_EXTENTIMP_PARTNERVIOL;0.0;
1129;vita;63.87665198237886;-24349.30899014689
1130;W1_HW_law_B;0.0;
1131;W1_HW_law_C;0.0;
1132;VIOLENCE_CHILD_SEXUAL;0.0;
1133;VIOLENCE_EXTENTIMP_CHILDHOMEVI;0.0;
1134;SA_0000001702;0.0;
1135;SA_0000001706;0.0;
1136;SA_0000001713;0.0;
1137;RSUD_41;0.0;
1138;RSUD_410;0.0;
1139;RSUD_460;0.0;
1140;SA_0000001692_ARCHIVED;0.0;
1141;SA_0000001695;0.0;
1142;RSUD_490;0.0;
1143;RSUD_5;16.29955947136564;-25143.943297423288
1144;RSUD_53;0.0;
1145;RSUD_530;0.0;
1146;SA_0000001717;0.0;
1147;SA_0000001724;0.0;
1148;SA_0000001724_ARCHIVED;0.0;
1149;SA_0000001725;0.0;
1150;SA_0000001699;0.0;
1151;SA_0000001704;0.0;
1152;SA_0000001705;0.0;
1153;SA_0000001710;0.0;
1154;SA_0000001711;97.3568281938326;-27732.221815647117
1155;SA_0000001720;0.0;
1156;SA_0000001721;0.0;
1157;SA_0000001721_ARCHIVED;0.0;
1158;SA_0000001723;0.0;
1159;UV_4;16.29955947136564;-25100.316102053963
1160;VIOLENCE_CHILD_NEGLECT;0.0;
1161;VIOLENCE_EXTENTIMP_ALLTYPES;0.0;
1162;RSUD_14;0.0;
1163;RSUD_15;0.0;
1164;RSUD_17;0.0;
1165;RSUD_2;15.859030837004411;-25089.309312941154
1166;RSUD_230;0.0;
1167;SA_0000001551;0.0;
1168;SA_0000001647;0.0;
1169;SA_0000001649;0.0;
1170;SA_0000001680;0.0;
1171;SA_0000001681;0.0;
1172;SA_0000001693;0.0;
1173;SA_0000001696;77.09251101321586;-22288.321640080805
1174;TB_newret_oth;14.97797356828194;-11357.199115475305
1175;TB_ret_rel_clindx;17.180616740088112;-13260.00793526213
1176;TB_rr_mdr;14.53744493392071;-3554.829558821547
1177;tfr;58.590308370044056;-24000.055070326023
1178;TOTENV_4;14.53744493392071;-25074.607200005434
1179;W_Group;0.0;
1180;W10_graphic_B;0.0;
1181;W10_graphic_C;0.0;
1182;W11_outside_pack_C;0.0;
1183;TOTENV_9;0.0;
1184;RSUD_260;0.0;
1185;RSUD_27;0.0;
1186;RSUD_280;0.0;
1187;SA_0000001727;0.0;
1188;SA_0000001727_ARCHIVED;0.0;
1189;SA_0000001728;0.0;
1190;SA_0000001728_ARCHIVED;0.0;
1191;SA_0000001730_ARCHIVED;0.0;
1192;W11_outside_pack_A;0.0;
1193;RSUD_380;0.0;
1194;RSUD_390;0.0;
1195;RSUD_400;0.0;
1196;RSUD_420;0.0;
1197;RSUD_440;0.0;
1198;RSUD_450;0.0;
1199;RSUD_46;75.33039647577093;-27021.95600021091
1200;W14_harm_effects_A;0.0;
1201;RSUD_560;0.0;
1202;RSUD_480;0.0;
1203;RSUD_48;74.44933920704847;-26990.688222015287
1204;RSUD_49;0.0;
1205;RSUD_50;0.0;
1206;RSUD_510;0.0;
1207;RSUD_52;0.0;
1208;RSUD_54;0.0;
1209;RSUD_55;0.0;
1210;RSUD_580;0.0;
1211;RSUD_59;0.0;
1212;RSUD_63;0.0;
1213;RSUD_67;0.0;
1214;RSUD_57;0.0;
1215;RSUD_590;0.0;
1216;RSUD_62;0.0;
1217;RSUD_630;0.0;
1218;RSUD_64;0.0;
1219;RSUD_65;0.0;
1220;RSUD_660;0.0;
1221;RSUD_680;0.0;
1222;RSUD_58;0.0;
1223;RSUD_600;0.0;
1224;SA_0000001732_ARCHIVED;0.0;
1225;SA_0000001733;0.0;
1226;SA_0000001733_ARCHIVED;0.0;
1227;SA_0000001734_ARCHIVED;0.0;
1228;SA_0000001736;0.0;
1229;SA_0000001737_ARCHIVED;0.0;
1230;SA_0000001719;0.0;
1231;SA_0000001719_ARCHIVED;0.0;
1232;SA_0000001722;0.0;
1233;SA_0000001726;0.0;
1234;RSUD_30;0.0;
1235;RSUD_300;0.0;
1236;RSUD_31;0.0;
1237;RSUD_320;0.0;
1238;RSUD_340;0.0;
1239;RSUD_350;0.0;
1240;UHC_SCI_INFECT;14.53744493392071;-13410.508662629112
1241;UNICEF_PNCMOTHER;62.55506607929515;-25928.81323150972
1242;UV_2;16.29955947136564;-25100.29419533621
1243;VIOLENCE_EXTENTIMP_VICTIMSMEDI;0.0;
1244;VIOLENCE_EXTENTIMP_YOUTHLIFESK;0.0;
1245;SA_0000001697;0.0;
1246;SA_0000001698;0.0;
1247;SA_0000001700;0.0;
1248;W12_imports_dutyfree_C;0.0;
1249;W16_number_hw_A;0.0;
1250;SA_0000001701;0.0;
1251;SA_0000001703;0.0;
1252;SA_0000001707;84.58149779735683;-27325.640006187594
1253;SA_0000001708;0.0;
1254;SA_0000001712;0.0;
1255;RSUD_69;0.0;
1256;RSUD_7;0.0;
1257;RSUD_700;0.0;
1258;RSUD_710;0.0;
1259;RSUD_720;0.0;
1260;SA_0000001730;0.0;
1261;SA_0000001734;0.0;
1262;W12_imports_dutyfree_B;0.0;
1263;SA_0000001739;16.74008810572687;-22593.60875555366
1264;SA_0000001739_ARCHIVED;40.528634361233486;-25889.410638476755
1265;W19_colours_numbers_A;0.0;
1266;W2_pc_front_back_A;0.0;
1267;SA_0000001743;0.0;
1268;W13_ind_liability_C;0.0;
1269;W14_harm_effects_B;0.0;
1270;W16_number_hw_B;0.0;
1271;W16_number_hw_C;0.0;
1272;SA_0000001748;16.29955947136564;-25116.444466701032
1273;W15_specific_hw_A;0.0;
1274;W15_specific_hw_B;0.0;
1275;SA_0000001744_ARCHIVED;0.0;
1276;SA_0000001745;0.0;
1277;W17_fines_A;0.0;
1278;W17_fines_B;0.0;
1279;W18_misleading_terms_C;0.0;
1280;W19_colours_numbers_B;0.0;
1281;W2_pc_front_back_B;0.0;
1282;W20_flavours_C;0.0;
1283;SA_0000001740;0.0;
1284;SA_0000001741;0.0;
1285;SA_0000001742_ARCHIVED;0.0;
1286;SA_0000001743_ARCHIVED;66.07929515418502;-26701.649711276288
1287;W22_emissions_qual_B;0.0;
1288;RSUD_43;0.0;
1289;RSUD_44;85.46255506607929;-27346.220226438236
1290;RSUD_45;63.87665198237886;-26652.24446283371
1291;RSUD_47;69.16299559471366;-26812.801834503593
1292;RSUD_470;0.0;
1293;RSUD_500;0.0;
1294;RSUD_51;0.0;
1295;RSUD_520;0.0;
1296;RSUD_540;0.0;
1297;RSUD_550;0.0;
1298;VIOLENCE_HOMICIDENUM;19.38325991189427;-70.3712853263329
1299;VIOLENCE_HOMICIDERATE;19.38325991189427;-70.3716407864255
1300;W1_HW_law_A;0.0;
1301;W10_graphic_A;0.0;
1302;W11_outside_pack_B;0.0;
1303;SA_0000001749;16.29955947136564;-25116.3480750167
1304;RSUD_640;0.0;
1305;RSUD_650;0.0;
1306;RSUD_670;0.0;
1307;RSUD_68;0.0;
1308;W12_imports_dutyfree_A;0.0;
1309;W13_ind_liability_A;0.0;
1310;W13_ind_liability_B;0.0;
1311;SA_0000001714;0.0;
1312;RSUD_760;0.0;
1313;SA_0000001715;0.0;
1314;SA_0000001716;0.0;
